Title,Latitude,Longitude,Address,Category,Status,Completion Date,Storeys,Height in ft
500 Dupont Street,43.6729259,-79.4160201,"500 Dupont Street, Toronto","Residential, Retail",Pre-Construction,0,9,0
M2M Condos,43.7867798,-79.41642617,"5915 Yonge Street, Toronto",Condo,Pre-Construction,0,36,382
Liberty Place,43.6388738,-79.4164324,"150 East Liberty St, Toronto","Condo, Retail",Under Construction,"Early, 2014",32,0
Library District Condominiums + Toronto's 99th Library,43.6388738,-79.4164324,"Fort York Blvd at Bathurst St, Toronto","Condo, Institutional, Retail",Under Construction,2014,29,0
DNA3,43.6413112,-79.4164556,"1030 King St W, Toronto","Condo, Retail",Under Construction,2014,15,0
Nahid on Sheppard,43.7603861,-79.41665945,"110 Sheppard Avenue West, Toronto","Condo, Retail",Pre-Construction,0,7,0
"Tower at King West, The",43.63991575,-79.41672008,"125 Western Battery Rd, Toronto",Condo,Complete,2013,26,0
Avenue & Park,43.724215,-79.4167715,"1580 Avenue Road, Toronto",Condo,Under Construction,"Fall, 2019",7,97
5959 Yonge Street Condos,43.788111,-79.41696205,"5959 Yonge St., Toronto","Condo, Retail",Pre-Construction,0,43,425
MGM-Cadillac Fairview Casino Proposal for Exhibition Place,43.63381345,-79.41714072,"Exhibition Place, Toronto","Hotel, Public Space",Pre-Construction,0,0,0
Palm Condominium Residences,43.7828885,-79.41739197,"5740 Yonge Street, Toronto",Condo,Under Construction,2013,23,0
Wychwood Library Expansion,43.68213719,-79.41769987,"1433 Bathurst Street, Toronto",Institutional,Pre-Construction,0,2,31
Wyndham Place Condos,43.68213719,-79.41769987,"Rebecca St & Dorval Dr, Oakville",Condo,Under Construction,2013,4,0
1717 Avenue Road Condos,43.7284063,-79.4178066,"1717 Avenue Road, Toronto","Condo, Retail",Complete,2009,6,0
1700 Avenue Road,43.72747988,-79.41790745,"1694 Avenue Road, Toronto","Condo, Retail, Townhouse",Under Construction,2018,7,0
Rise Condos,43.6830024,-79.4179818,"501 St. Clair Avenue West, Toronto","Condo, Retail",Complete,2018,23,251
Liberty Market Tower,43.6385977,-79.4180586,"171 East Liberty Street, Toronto","Condo, Office, Retail",Pre-Construction,0,28,296
1467 Bathurst,43.6836203,-79.4182823,"1467 Bathurst St, Toronto","Residential, Retail",Pre-Construction,0,30,340
Toy Factory Lofts,43.6389423,-79.4183247,"43 Hanna Ave, Toronto",Condo,Complete,2008,7,0
Liberty Market Lofts,43.63737535,-79.41833895,"5 Hanna Avenue , Toronto",Condo,Complete,2012,13,0
"Forest Hill 1 + 2, The",43.6832765,-79.4185495,"530 St. Clair Ave. West, Toronto",Condo,Complete,2012,19,0
CAMH Queen Street Redevelopment,43.64303255,-79.41863921,"1001 Queen Street West, Toronto","Institutional, Public Space, Rental",Complete,2020,0,0
"Barrington Condos, The",43.683898,-79.418724,"1486 Bathurst, Toronto","Condo, Retail",Under Construction,0,18,0
1780 Avenue Road,43.7296752,-79.4187576,"1780 Avenue Road, Toronto","Office, Retail",Pre-Construction,0,3,54
Motif Lofts + Townhomes,43.6451794,-79.4190336,"41 Ossington Avenue, Toronto","Condo, Retail",Complete,0,5,0
12 Ossington,43.64458167,-79.41918007,"12 Ossington Avenue, Toronto","Office, Retail",Pre-Construction,0,4,0
109OZ Condos,43.646386,-79.4194599,"109 Ossington Av, Toronto","Condo, Retail",Complete,2015,6,0
Hendon Park Towns,43.779074,-79.4194946,"7-25 Eldora Ave, North York","Condo, Townhouse",Pre-Construction,2015,4,34
Diva Condo,43.7596056,-79.4195534,"741-747 Sheppard Avenue West, Toronto",Condo,Under Construction,2018,9,97
TYSSE: Downsview Park Station,43.7596056,-79.4195534,"1212 Sheppard Ave West, Toronto",Public Space,Under Construction,"Late, 2017",0,0
99 Atlantic Avenue,43.6388902,-79.4205919,"99 Atlantic Avenue, Toronto","Office, Rental",Pre-Construction,0,8,0
DeZine,43.65544583,-79.42073809,"456 Shaw Street, Toronto",Townhouse,Pre-Construction,"Fall, 2015",3,0
"Jaedon Mews, The",43.65544583,-79.42073809,"456 Shaw Street, Toronto",Townhouse,Complete,"Fall, 2015",3,0
58 Atlantic,43.6378339,-79.4208701,"58 Atlantic Ave, Toronto","Office, Retail",Pre-Construction,0,10,0
Harbord Towns (was Oben Flats Little Italy),43.6593655,-79.4208885,"354 Harbord Street, Toronto","Condo, Rental, Townhouse",Under Construction,"Summer, 2015",3,0
Cube Lofts,43.65461293,-79.42098443,"799 College Street, Toronto","Condo, Retail",Complete,2013,6,0
60 Atlantic,43.6383192,-79.4211262,"60 Atlantic Avenue, Toronto","Office, Retail",Under Construction,0,3,0
80 Atlantic Avenue,43.6400917,-79.4212243,"80 Atlantic Ave., Toronto","Office, Retail",Under Construction,0,5,92
7-15 Fraser Avenue ,43.6357024,-79.4214796,"7-15 Fraser Avenue, Toronto",Office,Pre-Construction,0,7,0
Cabin,43.64165598,-79.42152481,"45 Dovercourt Rd, Toronto",Condo,Pre-Construction,0,6,0
1637 Bathurst,43.6921301,-79.4217577,"1637 Bathurst Street, Toronto",Rental,Pre-Construction,0,4,61
Art Condos,43.64165042,-79.42190393,"44 Dovercourt Rd, Toronto","Condo, Retail",Complete,2013,11,0
1200 Dundas Street West,43.6495191,-79.4224553,"1200 Dundas St W, Toronto","Residential, Retail",Pre-Construction,0,8,85
99 Sudbury Street,43.6412087,-79.4224895,"99 Sudbury Street, Toronto",Residential,Pre-Construction,0,26,0
Edge on Triangle Park,43.6413601,-79.4230117,"2 Lisgar St, Toronto","Condo, Institutional, Retail",Under Construction,2014,21,0
Litho,43.67133192,-79.42359846,"740 Dupont Street, Toronto","Rental, Retail",Under Construction,2019,9,0
Litho,43.67133192,-79.42359846,"740 Dupont Street, Toronto","Rental, Retail",Under Construction,2019,9,0
Epic on Triangle Park,43.6418228,-79.4238789,"48 Abell St, Toronto",Condo,Complete,2014,20,197
871-899 College Street ,43.65389184,-79.4242092,"875 College Street, Toronto ","Condo, Rental, Retail",Pre-Construction,0,8,0
Drake Hotel Expansion,43.64322988,-79.42433975,"1140 Queen St W, Toronto","Hotel, Retail",Pre-Construction,0,5,0
"Addington, The",43.7586502,-79.4244306,"270 Sheppard Avenue West, Toronto","Condo, Retail",Pre-Construction,0,8,93
MEC Queen Street (Mountain Equipment Coop),43.6430007,-79.4247636,"300 Queen St W, Toronto","Office, Retail",Under Construction,"Mid, 2019",3,0
Kings Club (was King HighLine),43.6395978,-79.424818,"1100 King St W, Toronto","Rental, Retail",Under Construction,0,18,0
1996-2000 Bathurst Street,43.6992772,-79.42504856,"1998 Bathurst Street, Toronto",Rental,Pre-Construction,0,6,0
Crosstown LRT: Forest Hill Station,43.7011631,-79.4253641,"842 Eglinton Ave West, Toronto",Public Space,Under Construction,0,0,0
1305 Dundas Street West,43.6493416,-79.425754,"1305 Dundas Street West, Toronto","Public Space, Residential, Retail",Pre-Construction,0,3,38
325 Bogert Avenue,43.7572803,-79.4258318,"325 Bogert Avenue, Toronto","Condo, Public Space, Rental, Retail",Pre-Construction,0,27,285
Bohemian Embassy Flats + Lofts,43.6426466,-79.425873,"1169 Queen Street West, Toronto","Condo, Retail",Complete,2011,19,0
2525 Bathurst Street,43.7060465,-79.42606083,"2525 Bathurst Street, Toronto",Rental,Pre-Construction,0,13,0
1181 Queen Street West,43.64256915,-79.42624075,"1181 Queen Street West, Toronto",Residential,Pre-Construction,0,15,0
840 Dupont (Sobeys Redevelopment),43.670663,-79.4268789,"840 Dupont Street, Toronto ","Office, Residential, Retail",Pre-Construction,0,9,0
XO Condos,43.6388048,-79.4271623,"King St W & Dufferin St, Toronto","Condo, Retail",Pre-Construction,0,17,0
XO Condos,43.6388048,-79.4271623,"King St W & Dufferin St, Toronto","Condo, Retail",Pre-Construction,0,17,0
8 Gladstone,43.6428813,-79.4274732,"8 Gladstone Ave, Toronto",Condo,Complete,2013,8,0
Twenty Condos,43.64316573,-79.42757629,"20 Gladstone Avenue , Toronto",Condo,Pre-Construction,0,7,71
491 Glencairn,43.7122568,-79.4278705,"491 Glencairn Ave, Toronto","Condo, Retail",Pre-Construction,0,12,0
Two Gladstone,43.644933,-79.4280174,"2 Gladstone Ave., Toronto",Condo,Complete,2011,8,0
2795 Bathurst Street,43.7126579,-79.4280331,"2795 Bathurst Street , Toronto",Rental,Pre-Construction,0,9,119
Glenhill Condominums,43.7115598,-79.4281234,"2788 Bathurst St, Toronto","Condo, Hotel, Retail",Pre-Construction,0,10,104
IT Lofts ,43.6533553,-79.4283771,"998 College St , Toronto",Condo,Under Construction,0,7,82
"Carnaby Condos, The",43.64375125,-79.42844652,"11 Peel Avenue, Toronto","Condo, Retail",Under Construction,"November, 2015",20,231
Casa,43.64375125,-79.42844652,"33 Charles East, Toronto",Condo,Complete,2010,46,0
Q Loft,43.6418778,-79.428659,"1205 Queen St W, Toronto",Condo,Under Construction,0,8,0
228 Wilson Avenue,43.7380137,-79.429412,"228 Wilson Avenue, Toronto",Rental,Pre-Construction,0,17,187
990 Bloor West,43.6612352,-79.4296348,"980 Bloor Street West, Toronto","Residential, Retail",Pre-Construction,0,12,0
390-444 Dufferin Redevelopment,43.6441563,-79.42972593,"440 Dufferin St, Toronto","Office, Residential, Retail",Pre-Construction,0,12,149
3C Waterfront   ,43.6441563,-79.42972593,"Lake Shore Blvd E & Cherry St, Toronto","Condo, Office, Public Space, Retail",Pre-Construction,0,0,0
22 Geary Avenue,43.6712469,-79.4309914,"22 Geary Avenue, Toronto","Office, Retail",Pre-Construction,0,4,67
6 Noble Street,43.6426789,-79.4310125,"6 Noble Street, Toronto","Residential, Retail",Pre-Construction,0,14,168
Eight Forty on St. Clair,43.68061872,-79.43144968,"836 St. Clair Ave. W., Toronto","Condo, Retail",Pre-Construction,0,8,0
Eight Forty on St. Clair,43.68061872,-79.43144968,"836 St. Clair Ave. W., Toronto","Condo, Retail",Pre-Construction,0,8,0
455 Dovercourt,43.6653069,-79.4326362,"455 Dovercourt Ave, Toronto",Condo,Pre-Construction,0,5,0
707 Lofts,43.6653069,-79.4326362,"707 Dovercourt, Toronto",Condo,Under Construction,2014,5,0
861 St. Clair West,43.6800919,-79.4326738,"861 St. Clair Avenue West, Toronto","Condo, Retail",Pre-Construction,0,9,109
Lighthaus,43.6455949,-79.4329154,"Florence Street, Toronto",Townhouse,Pre-Construction,0,3,0
57 Brock,43.6435778,-79.432955,"57 Brock Avenue, Toronto","Condo, Townhouse",Pre-Construction,2020,7,81
57 Brock,43.6435778,-79.432955,"57 Brock Avenue, Toronto","Condo, Townhouse",Pre-Construction,2020,7,81
Alto Rental Suites,43.64998765,-79.43338733,"1544 Dundas St W, Toronto","Rental, Retail",Under Construction,0,8,0
3636 Bathurst Street,43.73244125,-79.4335507,"3636 Bathurst St, Toronto","Rental, Retail",Pre-Construction,0,10,0
Dufferin Station Modernization,43.659112,-79.4342334,"Dufferin and Bloor, Toronto",Transit,Complete,"November, 2014",0,0
DUKE Condos,43.659112,-79.4342334,"2803 Dundas St. W. & Indian Grove, Toronto","Condo, Retail",Under Construction,0,7,85
Abacus Lofts,43.64970747,-79.43492446,"1245 Dundas St W, Toronto","Condo, Retail",Under Construction,"Late, 2014",8,0
Crosstown LRT: Cedarvale Station,43.6989025,-79.4359985,"1300 Eglinton Ave West, Toronto",Public Space,Pre-Construction,0,0,0
Bloor & Dufferin,43.65905385,-79.43722158,"1141 Bloor St W, Toronto","Institutional, Office, Public Space, Residential, Retail",Pre-Construction,0,47,0
Crosstown LRT: Chaplin Station,43.698461,-79.4372784,"574 Eglinton Ave W, Toronto",Public Space,Under Construction,2021,1,0
Oben Flats St. Clair West,43.6913205,-79.4384515,"109 Vaughan Road, Toronto",Rental,Complete,2018,10,111
35 Wabash,43.6481838,-79.4412798,"35 Wabash Avenue, Toronto",Townhouse,Under Construction,0,4,55
One Forest Hill,43.6780981,-79.4419648,"200 St. Clair Ave W, Toronto",Condo,Pre-Construction,0,12,0
Galleria Mall Redevelopment,43.6675465,-79.4420475,"1245 Dupont Street, Toronto","Office, Public Space, Residential, Retail",Pre-Construction,0,42,472
Enigma on the Park,43.6535869,-79.4422906,"138 St Helens Ave, Toronto","Condo, Townhouse",Under Construction,"Fall, 2016",9,91
Oakwood Residences,43.6966885,-79.4423389,"601 Oakwood Avenue, Toronto","Rental, Residential, Retail",Pre-Construction,0,6,68
Oakwood Residences,43.6966885,-79.4423389,"601 Oakwood Avenue, Toronto","Rental, Residential, Retail",Pre-Construction,0,6,68
Clanton Park Towns,43.75457001,-79.44246752,"665 Sheppard Avenue West, Toronto",Townhouse,Pre-Construction,0,5,0
Clare R. Copeland Transformer Station,43.75457001,-79.44246752,"Bremner Blvd. at Rees St., Toronto",Institutional,Under Construction,2014,0,0
D'or Condos,43.7774815,-79.4439059,"Bathurst and Centre, Thornhill",Condo,Pre-Construction,0,0,0
831 Glencairn,43.7088198,-79.4439784,"831 Glencairn Avenue, Toronto","Condo, Rental, Retail",Pre-Construction,0,11,108
Westmount Boutique Residences,43.75448803,-79.44413111,"700 Sheppard Avenue W., Toronto","Condo, Retail",Pre-Construction,0,10,0
Boulevard Club West Wing Replacement,43.63561145,-79.44414498,"1491 Lake Shore Blvd W, Toronto",Institutional,Complete,"Summer, 2015",2,0
383 Sorauren Avenue,43.65032445,-79.4445152,"383 Sorauren Avenue, Toronto",Condo,Under Construction,0,10,111
470 Wilson,43.7352825,-79.4445939,"470 Wilson Av, Toronto","Condo, Rental",Pre-Construction,0,13,0
77 WADE,43.65907206,-79.44517665,"57 Wade Av, Toronto","Office, Retail",Pre-Construction,0,7,0
Auto BLDG. and MoCA at Lower JCT.,43.6545877,-79.4452002,"158 Sterling Road, Toronto","Institutional, Office",Under Construction,"Fall, 2017",10,180
Draft Building at Lower JCT.,43.6545877,-79.4452002,"158 Sterling Road , Toronto ","Industrial, Office",Pre-Construction,0,4,0
Gramercy Park Condos,43.7346328,-79.4463183,"525 Wilson Avenue, Toronto","Condo, Retail",Complete,2013,12,0
Fuse & Fuse2 Condos,43.6668006,-79.4467377,"1400 Dupont St, Toronto",Condo,Under Construction,2017,27,0
Express Condominiums on the Subway,43.7343307,-79.4472965,"4-6 Tippett Road, Toronto","Public Space, Residential, Retail",Pre-Construction,0,16,0
6020 Bathurst,43.7870535,-79.4473303,"6020 Bathurst Street, Toronto","Rental, Townhouse",Pre-Construction,0,26,278
6040 Bathurst Street,43.78870405,-79.44736983,"6040 Bathurst Street, Toronto","Condo, Rental",Pre-Construction,0,19,0
"Station Condos on the Subway, The ",43.7343615,-79.4473722,"545 Wilson Ave., Toronto","Condo, Retail, Townhouse",Complete,"Late, 2015",14,0
Tretti Condos,43.734582,-79.447404,"30 Tippett Rd, Toronto","Public Space, Residential, Retail",Pre-Construction,0,13,0
Tretti Condos,43.734582,-79.447404,"30 Tippett Rd, Toronto","Public Space, Residential, Retail",Pre-Construction,0,13,0
299 Campbell Avenue,43.6598504,-79.4477296,"299 Campbell Avenue, Toronto","Institutional, Rental, Retail",Under Construction,0,14,155
980 Lansdowne Avenue ,43.6697888,-79.4478552,"980 Lansdowne Avenue, Toronto",Rental,Pre-Construction,0,36,330
Midtowns on the Subway,43.71515563,-79.44799074,"713 Lawrence Ave W, Toronto",Townhouse,Pre-Construction,0,3,0
Sheppard and Gorman Park Condos,43.75296002,-79.4483177,"128 Gorman Park Road, Toronto",Condo,Pre-Construction,0,9,0
"Sherbourne Common, Canada's Sugar Beach, and the Water's Edge Promenade",43.75296002,-79.4483177,"Queens Quay East & Sherbourne St, Toronto",Public Space,Complete,"Summer, 2011",0,0
Museum FLTS. at Lower JCT.,43.6569692,-79.4487675,"2 Perth Ave, Toronto","Residential, Retail",On-Hold,0,10,0
25 Fisherville,43.78885215,-79.44896085,"25 Fisherville Rd, Toronto",Residential,Pre-Construction,0,18,193
Crosstown LRT: Fairbank Station,43.6957525,-79.4493312,"1815 Eglinton Ave West, Toronto",Public Space,Under Construction,2021,0,0
Roncesvalles Lofts,43.6543062,-79.44943503,"25 Ritchie St, Toronto",Condo,Complete,2010,6,0
"Roncy, The",43.6543062,-79.44943503,"422-430 Roncesvalles Avenue, Toronto","Condo, Retail",Pre-Construction,0,8,97
i2 Stack,43.65900729,-79.44985191,"170 Perth Avenue, Toronto","Industrial, Retail",Pre-Construction,0,3,0
813 Sheppard West,43.752917,-79.4502146,"813 Sheppard Avenue West, Toronto","Condo, Retail",Pre-Construction,0,9,0
Arch Lofts,43.6612945,-79.45024163,"243 Perth Avenue, Toronto",Condo,Under Construction,"Summer, 2017",4,0
"Bean Condominiums, The",43.6992419,-79.451233,"2433 Dufferin St, Toronto","Condo, Retail",Pre-Construction,0,5,0
Beech House,43.6992419,-79.451233,"873-907 Kingston Road, Toronto","Condo, Institutional",Under Construction,0,7,0
East Junction Condos,43.66750013,-79.45213243,"386 Symington Ave, Toronto",Condo,Pre-Construction,0,17,186
2280 Dundas West,43.65578348,-79.4521331,"2280 Dundas St W, Toronto","Condo, Institutional, Office, Public Space, Rental, Retail",Pre-Construction,0,42,0
1924 Eglinton West,43.69531666,-79.45260243,"1924 Eglinton Avenue West, Toronto","Rental, Retail",Pre-Construction,0,8,102
1540 Bloor West,43.6564549,-79.452709,"1540 Bloor St W, Toronto","Condo, Retail",Pre-Construction,0,29,0
819 Glencairn,43.7069934,-79.4533206,"819 Glencairn Avenue, Toronto","Condo, Retail",Pre-Construction,0,9,0
1474 St. Clair West,43.6758065,-79.4533721,"1474 St. Clair Avenue West, Toronto",Condo,Pre-Construction,0,8,96
3019 Dufferin Street ,43.7125207,-79.4541898,"3019 Dufferin Street, Toronto","Condo, Retail",Pre-Construction,0,8,0
3000 Dufferin,43.7109048,-79.4542207,"3000 Dufferin Street, Toronto","Rental, Retail",Pre-Construction,0,23,0
Treviso Condos,43.7142636,-79.4545957,"3083 Dufferin Street, Toronto","Condo, Retail",Under Construction,2014,24,0
"Address at High Park, The",43.65566081,-79.456511,"1644 Bloor Street West, Toronto",Condo,Under Construction,2014,12,0
Aga Khan Museum + Ismaili Centre,43.65566081,-79.456511,"Wynford & Garamond, Toronto",Institutional,Complete,2014,0,0
901 Lawrence Avenue West,43.71287255,-79.45729952,"901 Lawrence Avenue West, North York","Institutional, Public Space, Retail",Pre-Construction,0,4,0
3450 Dufferin Street,43.7265441,-79.4577911,"3450 Dufferin Street, Toronto","Public Space, Residential, Retail, Townhouse",Pre-Construction,0,37,401
2639 Dundas West,43.6639479,-79.4582375,"2639 Dundas Street West, Toronto","Condo, Townhouse",Pre-Construction,0,8,0
3621 Dufferin,43.73098,-79.4584592,"3621 Dufferin Street, Toronto","Condo, Office, Retail",Pre-Construction,0,9,168
North York Women's Shelter,43.75132817,-79.45895837,"940 Sheppard Avenue West, Toronto",Institutional,Pre-Construction,0,3,40
Junction House,43.66497377,-79.45978761,"2720 Dundas St W, Toronto","Condo, Residential, Retail",Pre-Construction,0,12,132
SCOOP,43.6738387,-79.4609875,"1771 St. Clair Avenue West, Toronto","Condo, Retail",Under Construction,"Summer, 2019",6,0
Scout Condos,43.6738387,-79.4609875,"1779 St. Clair Ave., Toronto","Condo, Retail",Pre-Construction,0,12,128
HighPark Condominiums,43.6542828,-79.4625559,"1844 Bloor Street West, Toronto","Condo, Retail",Complete,0,14,0
1050 Sheppard West,43.7506105,-79.4626144,"1050 Sheppard Ave W, Toronto","Rental, Retail",Pre-Construction,0,15,0
1050 Sheppard West,43.7506105,-79.4626144,"1050 Sheppard Ave W, Toronto","Rental, Retail",Pre-Construction,0,15,0
Reunion Crossing,43.67433044,-79.46306842,"383 Old Weston Road, Toronto","Condo, Residential, Retail",Pre-Construction,0,6,0
Oben Flats Castlefield Design District,43.692791,-79.463455,"2280 Eglinton Ave West, Toronto","Public Space, Rental, Retail",Pre-Construction,"Spring, 2016",8,0
"Downsview Park, The Luxury Townhome Collection",43.6635269,-79.4637128,"2995 Keele Street , Toronto",Townhouse,Pre-Construction,"Fall, 2018",3,0
Saturday in Downsview Park,43.6635269,-79.4637128,"2995 Keele Street, Toronto","Condo, Rental",Pre-Construction,0,10,0
111 Pacific Avenue,43.656444,-79.4642759,"111 Pacific Avenue, Toronto","Rental, Retail",Pre-Construction,0,33,0
High Park Village ,43.6547005,-79.46526126,"35 High Park Avenue, Toronto ","Rental, Retail",Pre-Construction,0,39,0
299 Glenlake,43.65687255,-79.4653603,"299 Glenlake Avenue, Toronto",Rental,Pre-Construction,0,11,0
Carlyle Junction,43.6716391,-79.4653859,"6 Lloyd Avenue, Toronto","Condo, Office, Retail",Pre-Construction,0,16,0
Carlyle Junction,43.6716391,-79.4653859,"6 Lloyd Avenue, Toronto","Condo, Office, Retail",Pre-Construction,0,16,0
12 High Park Avenue Micro Retail and Nursery,43.6539454,-79.46585285,"12 High Park Avenue, Toronto","Institutional, Retail",Pre-Construction,0,3,46
Grenadier Square,43.6540416,-79.4671338,"51 Quebec Ave, Toronto",Rental,Under Construction,0,25,0
Mirabella Condominiums,43.63576229,-79.46720087,"1926 Lake Shore Blvd W, Toronto","Condo, Retail",Pre-Construction,0,38,394
2968 Dundas West,43.6655821,-79.4684224,"2968 Dundas St W, Toronto","Office, Residential, Retail",Pre-Construction,0,8,0
"High Park, The (1990 Bloor West)",43.65286,-79.468914,"1990 Bloor Street West, Toronto","Condo, Rental, Retail",Pre-Construction,0,11,0
260 High Park Avenue,43.66240365,-79.4697513,"260 High Park Ave, Toronto",Condo,Pre-Construction,0,0,0
NXT & NXT2 Condominiums,43.63687281,-79.47065265,"103-105 The Queensway, Toronto",Condo,Complete,2013,28,0
"Picnic, The High Park II",43.6523072,-79.47224226,"2114 Bloor Street West, Toronto","Condo, Retail",Under Construction,0,8,0
2115 Bloor Street West,43.6517951,-79.47259489,"2115 Bloor St W, Toronto","Condo, Retail",Pre-Construction,0,7,0
Crosstown LRT: Keelesdale Station,43.69060427,-79.47365631,"2620 Eglinton Avenue West, Toronto","Public Space, Transit",Under Construction,2021,1,0
Southport Square,43.63937441,-79.473737,"34 Southport St, Toronto","Condo, Retail",Pre-Construction,0,29,0
Southside Residences at Gramercy Park,43.63937441,-79.473737,"9 Tippet Rd, North York",Residential,Under Construction,0,17,0
2175 Keele,43.6972073,-79.4752598,"2175 Keele St, Toronto","Condo, Townhouse",Pre-Construction,0,0,0
Centennial College: Downsview Park Aerospace Campus,43.7475035,-79.4765937,"65 Carl Hall Road, Toronto",Institutional,Under Construction,2018,0,0
Nautilus Condos,43.6265049,-79.4772041,"68 Marine Parade Dr, Etobicoke",Condo,Complete,0,39,0
Stockyards District Residences,43.6703387,-79.478144,"2306 St. Clair Ave W, Toronto","Condo, Retail",Pre-Construction,0,10,117
Stockyards District Residences,43.6703387,-79.478144,"2306 St. Clair Ave W, Toronto","Condo, Retail",Pre-Construction,0,10,117
2265 Bloor West,43.6505333,-79.4782741,"2265 Bloor St W, Toronto","Condo, Office, Retail",Pre-Construction,0,8,0
Lago at the Waterfront,43.6251242,-79.4786293,"50 Annie Craig Dr, Toronto",Condo,Under Construction,"Late, 2016",50,0
Vita Two On The Lake,43.6251242,-79.4786293,"65 Annie Craig Drive, Toronto",Condo,Under Construction,0,16,202
Ocean Club,43.6225981,-79.4788823,"128 Marine Parade Drive, Etobicoke","Condo, Retail",Under Construction,2014,39,431
Omega on the Park,43.6225981,-79.4788823,"Esther Shiner Blvd and Provost Drive, Toronto",Condo,Pre-Construction,0,35,0
Waterscapes,43.6225981,-79.4788823,"80 Marine Parade Dr, Toronto","Condo, Retail",Under Construction,2014,30,0
150 Symes Road ,43.6738232,-79.47909,"150 Symes Road , Toronto","Industrial, Office, Retail",Pre-Construction,0,2,0
Cove at Waterways,43.62584239,-79.4794912,"2143 Lake Shore Blvd W, Toronto","Condo, Retail",Complete,2018,16,192
Water's Edge at the Cove (was Waterways),43.6255969,-79.47961052,"2147 Lake Shore Blvd W, Toronto",Condo,Pre-Construction,0,56,0
Visto Condominiums,43.7148293,-79.4796402,"2522 Keele St, Toronto","Condo, Retail",Complete,2017,9,93
Clearview,43.6927724,-79.47967275,"31 Clearview Heights, Toronto",Rental,Complete,0,4,0
Riva del Lago,43.62522866,-79.4797895,"2153 Lake Shore Blvd W, Toronto",Condo,Under Construction,"Mid, 2017",16,180
River City Condos Phase 3,43.62522866,-79.4797895,"Lawren Harris Sq at River St, Toronto","Condo, Retail",Under Construction,0,29,0
Vita on the Lake,43.62474395,-79.48004041,"2161-2165 Lake Shore Blvd West, Toronto",Condo,Under Construction,"Summer, 2021",53,581
Jade Waterfront,43.62390132,-79.48049055,"2175 Lake Shore Blvd W, Toronto",Condo,Complete,"Late, 2016",41,0
Eau du Soleil Condos,43.62341982,-79.48074778,"2183 Lake Shore Blvd West, Toronto",Condo,Under Construction,0,66,748
Ion Condos,43.7252505,-79.4810154,"George Appleton Way, Toronto",Condo,Under Construction,0,11,0
Volta Lofts,43.6598068,-79.48169875,"588 Annette Street, Toronto","Condo, Retail",Under Construction,2014,5,0
3385 Dundas Street West,43.665474,-79.4846489,"3385 Dundas Street West, Toronto","Rental, Retail",Pre-Construction,0,7,0
Bijou on Bloor,43.64893015,-79.48531285,"2452 Bloor Street West, Toronto","Condo, Retail",Pre-Construction,0,12,159
Bijou on Bloor,43.64893015,-79.48531285,"2452 Bloor Street West, Toronto","Condo, Retail",Pre-Construction,0,12,159
"Keeley, The",43.73990965,-79.48586341,"3100 Keele Street, Toronto","Condo, Rental, Townhouse",Pre-Construction,0,13,0
2313 Lake Shore Boulevard West,43.61724385,-79.48636975,"2313 Lake Shore Boulevard West, Toronto",Condo,Pre-Construction,0,0,0
One Old Mill & Two Old Mill,43.6480075,-79.4868575,"2500 Bloor St W, Toronto",Condo,Under Construction,2014,10,0
Phoenix,43.6241538,-79.4878569,"251 Manitoba Street, Toronto",Condo,Pre-Construction,0,29,0
California Condominiums,43.6247111,-79.4883552,"185 Legion Road North, Etobicoke",Condo,Complete,2012,32,0
iLoft,43.6247111,-79.4883552,"185 Legion Road North, Toronto",Condo,Complete,0,30,0
Imagine Condos,43.6247111,-79.4883552,"Northeast corner of Kennedy Road and St. Clair Ave E, Toronto",Condo,Pre-Construction,0,4,0
Eleven Superior,43.6150656,-79.4888532,"11 Superior Ave, Etobicoke","Condo, Retail",Complete,2014,9,0
2409-2411 Lake Shore Blvd. West,43.61415317,-79.48889463,"2409-2411 Lake Shore Boulevard W., Toronto","Institutional, Office, Retail",Pre-Construction,0,6,0
Backyard Neighbourhood Condos,43.6377158,-79.4891658,"150 Berry Road, Etobicoke","Condo, Retail",Under Construction,0,10,0
15 Martha Eaton Way,43.6964839,-79.4898815,"15 Martha Eaton Way, Toronto","Rental, Residential",Pre-Construction,0,10,115
IQ Condos Phase 1 & Park Towers Phase 2,43.6291287,-79.4901567,"1185 The Queensway, Toronto","Condo, Rental",Under Construction,0,24,274
Ontario Place,43.6069693,-79.490528,"955 Lake Shore Blvd W,, Toronto","Institutional, Public Space",Pre-Construction,2015,0,0
Forensic Services and Coroner's Complex,43.7244852,-79.4910148,"1201 Wilson Av, Toronto",Institutional,Complete,2013,5,0
Humber River Hospital,43.7244852,-79.4910148,"1201 Wilson Av, Toronto",Institutional,Under Construction,"October, 2015",14,0
TYSSE: Finch West Station,43.7639285,-79.4913297,"Finch Avenue West & Keele Street, Toronto",Public Space,Under Construction,"Late, 2016",0,0
Riverhouse at The Old Mill,43.6514286,-79.49370819,"30 Old Mill Rd, Toronto",Condo,Under Construction,"Winter, 2013",11,0
York University: Student Centre ,43.7733022,-79.4938255,"4700 Keele Street, Toronto",Institutional,Complete,"Fall, 2018",4,80
"Yorkdale Condominiums, The",43.7733022,-79.4938255,"Ranee Ave & Allen Road, Toronto","Condo, Retail",Under Construction,0,15,0
